"id","condition","Yaw","Pitch","Roll","AvgVelocity","AvgAccel","PathLengthDifference","RangeX","RangeY","RangeZ","TimeElapsed"
"P7","E",90.22036032,0.885538906,95.95279881,3.733116647,76.57348927,0.338776441,0.299176253,0.214363648,0.368244336,5.538336754
"P7","F",98.14287319,2.326949764,100.5632508,1.052392442,12.43090842,0.072456144,0.303899889,0.058284959,0.364398149,3.084240198
"P7","G",92.32008204,0.537150769,102.4569484,0.9161798,11.07585406,0.053409181,0.328221361,0.037137697,0.374558573,3.951260805
"P7","H",92.45064317,0.12230459,94.94605148,1.305508494,15.91027847,0.071198023,0.366840349,0.0333583,0.374889816,2.527024508
"P8","A",91.3506236,0.005934932,98.62820973,0.508825338,4.572371986,1.331196816,0.324449072,0.145779062,0.445158612,6.512678623
"P8","B",80.6684479,-0.599236017,95.49455842,0.287846228,3.582162018,0.480722636,0.322560017,0.13710248,0.379120502,9.220123768
"P8","C",92.45418337,0.074405447,103.6973891,0.611837131,10.38161527,0.041507441,0.177071201,0.04661155,0.073656626,2.07466507
"P8","D",82.76729479,-0.83651364,97.97579735,0.987039771,9.537932179,1.738661145,0.34948358,0.320414146,0.696435943,7.442134619
"P8","E",97.9085712,-2.452882291,103.8354544,2.103549546,26.10952958,1.764188799,0.34175437,0.411604384,0.701552373,15.67313719
"P8","F",71.44281718,-5.209143426,88.21838464,0.921400824,10.89737331,0.89834021,0.273554251,0.252551141,0.539908461,15.98009491
"P8","G",86.21981443,0.005447288,104.7327638,0.697628207,9.938999446,0.593856946,0.264664236,0.245596501,0.378344255,14.08519292
"P8","H",90.00051158,1.279722005,104.0368771,1.337237156,20.20735265,0.508881707,0.280251171,0.193680285,0.37038285,3.618781805
"P9","A",93.81300273,1.498221112,121.9386537,2.93921035,21.1441943,0.252602305,0.287273848,0.072203654,0.434001439,2.979266405
"P9","B",91.7956915,0.286985123,98.9690988,0.550801227,9.771530007,0.042255656,0.318176009,0.036738992,0.296067737,2.949056149
"P9","C",96.73004719,4.236424512,123.3643063,0.586666512,10.09082109,0.026782394,0.298672737,0.033284249,0.327404243,3.102148533
"P9","D",92.69214412,0.293688187,133.0471095,1.520405724,24.12483527,0.373566331,0.295092108,0.062319488,0.288067678,7.030106544
"P9","E",93.60126678,2.182843272,110.3293587,2.214123959,18.58530629,0.118554678,0.291026604,0.029933204,0.342220725,2.642642021
"P9","F",91.81386408,0.296821608,91.79198007,1.805974761,23.56626702,0.098954271,0.285738096,0.023366146,0.373307638,4.794533968
"P9","G",91.20740281,0.324499018,108.9468518,0.480762199,6.428366329,0.051892593,0.29955186,0.035087388,0.320468113,3.68376565
"P9","H",92.37922677,0.007057804,115.6626581,2.540559438,43.39523447,0.123478496,0.31702229,0.047874465,0.360439533,2.150821447
